Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,SQ_INSTS_VALU,SQ_INSTS_SALU,FETCH_SIZE,WRITE_SIZE
1909,"Cijk_Ailk_Bljk_DB_MT128x64x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT4_32_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,1613,122848,122848,39168,256,28672,0,128,88,70555392,0x0,0x7f8c8a0f9bc0,1764460,1230092,23664.1250000000,6527.8437500000
1910,"void copy_kernel<false, double const*, double*>(int, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1614,122848,122848,5512704,256,0,0,4,32,3328,0x0,0x7f8ca67958c0,1894938,2583999,43093.5000000000,42736.6875000000
1911,"void copy_kernel<false, double const*, double*>(int, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1615,122848,122848,5512704,256,0,0,4,32,3328,0x0,0x7f8ca67958c0,1894938,2583999,43082.2500000000,40598.9062500000
1912,"void copy_kernel<false, double const*, double*>(int, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1616,122848,122848,1102592,256,0,0,4,32,3328,0x0,0x7f8ca67958c0,378998,516813,8625.0000000000,6110.5000000000
1913,"void axpy_kernel<256, double, double, double const*, double*>(int, double, long, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1617,122848,122848,1102592,256,0,0,4,32,59968,0x0,0x7f8ca66bc380,516815,430679,17238.8750000000,6115.8125000000
1914,"void copy_kernel<false, double const*, double*>(int, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1618,122848,122848,5512704,256,0,0,4,32,3328,0x0,0x7f8ca67958c0,1894938,2583999,43081.7500000000,40562.7500000000
1915,"void copy_kernel<false, double const*, double*>(int, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1619,122848,122848,5512704,256,0,0,4,32,3328,0x0,0x7f8ca67958c0,1894938,2583999,43082.0000000000,40585.7812500000
1916,"void copy_kernel<false, double const*, double*>(int, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,1620,122848,122848,1102592,256,0,0,4,32,3328,0x0,0x7f8ca67958c0,378998,516813,8625.0000000000,6126.7500000000
1917,"void rocblas_dot_kernel_magsq<false, 512, 2, false, double, double const*, double>(int, double const*, long, int, long, double*, double*) [clone .kd]",0,2,1621,122848,122848,551424,512,512,0,8,40,89472,0x0,0x7f8ca6719a40,714016,269250,8622.5000000000,0.3750000000
1918,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1622,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,9.9375000000,0.0000000000
1919,"__amd_rocclr_copyBuffer.kd",0,2,1623,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1920,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1624,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,16085.3750000000,1.8750000000
1921,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1625,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,7.9375000000,0.0000000000
1922,"__amd_rocclr_copyBuffer.kd",0,2,1626,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1923,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1627,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17228.8125000000,3.1250000000
1924,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1628,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.0625000000,0.0000000000
1925,"__amd_rocclr_copyBuffer.kd",0,2,1629,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1926,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1630,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17232.5000000000,3.3750000000
1927,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1631,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,7.6875000000,0.0000000000
1928,"__amd_rocclr_copyBuffer.kd",0,2,1632,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1929,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1633,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17234.6250000000,3.6250000000
1930,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1634,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.6875000000,0.0000000000
1931,"__amd_rocclr_copyBuffer.kd",0,2,1635,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1932,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1636,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17232.6250000000,4.6250000000
1933,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1637,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.5625000000,0.0000000000
1934,"__amd_rocclr_copyBuffer.kd",0,2,1638,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1935,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1641,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17238.3750000000,4.0000000000
1936,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1642,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,9.9375000000,0.0000000000
1937,"__amd_rocclr_copyBuffer.kd",0,2,1643,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1938,"void rocblas_dot_kernel_magsq<false, 512, 2, false, double, double const*, double>(int, double const*, long, int, long, double*, double*) [clone .kd]",0,2,1644,122848,122848,551424,512,512,0,8,40,89472,0x0,0x7f8ca6719a40,714016,269250,7875.0625000000,1.0000000000
1939,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1645,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,3.5000000000,0.0000000000
1940,"__amd_rocclr_copyBuffer.kd",0,2,1646,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1941,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1647,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,16260.4375000000,2.7500000000
1942,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1648,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,7.5625000000,0.0000000000
1943,"__amd_rocclr_copyBuffer.kd",0,2,1649,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1944,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1650,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17229.2500000000,3.3437500000
1945,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1651,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.5625000000,0.0000000000
1946,"__amd_rocclr_copyBuffer.kd",0,2,1652,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1947,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1653,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17229.0625000000,2.8750000000
1948,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1654,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.1875000000,0.0000000000
1949,"__amd_rocclr_copyBuffer.kd",0,2,1655,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1950,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1656,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17233.5625000000,4.1250000000
1951,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1657,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.9375000000,0.0000000000
1952,"__amd_rocclr_copyBuffer.kd",0,2,1658,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1953,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1661,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17238.5000000000,3.5000000000
1954,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1662,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,9.9375000000,0.0000000000
1955,"__amd_rocclr_copyBuffer.kd",0,2,1663,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1956,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1664,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17236.5000000000,2.8437500000
1957,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1665,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.0625000000,0.0000000000
1958,"__amd_rocclr_copyBuffer.kd",0,2,1666,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1959,"void rocblas_dot_kernel_magsq<false, 512, 2, false, double, double const*, double>(int, double const*, long, int, long, double*, double*) [clone .kd]",0,2,1667,122848,122848,551424,512,512,0,8,40,89472,0x0,0x7f8ca6719a40,714016,269250,7876.8750000000,1.3437500000
1960,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1668,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,3.9375000000,0.0000000000
1961,"__amd_rocclr_copyBuffer.kd",0,2,1669,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1962,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1670,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,16346.5000000000,3.1250000000
1963,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1671,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,6.9375000000,0.0000000000
1964,"__amd_rocclr_copyBuffer.kd",0,2,1672,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1965,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1673,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17227.1250000000,3.3750000000
1966,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1674,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.0625000000,0.0000000000
1967,"__amd_rocclr_copyBuffer.kd",0,2,1675,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1968,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1676,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17235.9375000000,4.1562500000
1969,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1677,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.4375000000,0.0000000000
1970,"__amd_rocclr_copyBuffer.kd",0,2,1678,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1971,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1681,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17238.6250000000,3.3750000000
1972,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1682,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,9.9375000000,0.0000000000
1973,"__amd_rocclr_copyBuffer.kd",0,2,1683,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1974,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1684,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17236.7500000000,3.5000000000
1975,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1685,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,7.0625000000,0.0000000000
1976,"__amd_rocclr_copyBuffer.kd",0,2,1686,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.3750000000,0.0000000000
1977,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1687,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17226.5000000000,3.3437500000
1978,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1688,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.0625000000,0.0000000000
1979,"__amd_rocclr_copyBuffer.kd",0,2,1689,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1980,"void rocblas_dot_kernel_magsq<false, 512, 2, false, double, double const*, double>(int, double const*, long, int, long, double*, double*) [clone .kd]",0,2,1690,122848,122848,551424,512,512,0,8,40,89472,0x0,0x7f8ca6719a40,714016,269250,7874.1875000000,1.3437500000
1981,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1691,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,3.5000000000,0.0000000000
1982,"__amd_rocclr_copyBuffer.kd",0,2,1692,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.3750000000,0.0000000000
1983,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1693,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,16181.3750000000,3.2500000000
1984,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1694,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.0625000000,0.0000000000
1985,"__amd_rocclr_copyBuffer.kd",0,2,1695,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1986,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1696,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17234.0625000000,4.1250000000
1987,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1697,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.5625000000,0.0000000000
1988,"__amd_rocclr_copyBuffer.kd",0,2,1698,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1989,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1701,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17238.7500000000,2.6562500000
1990,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1702,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,9.9375000000,0.0000000000
1991,"__amd_rocclr_copyBuffer.kd",0,2,1703,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1992,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1704,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17231.3125000000,3.1562500000
1993,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1705,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,6.4375000000,0.0000000000
1994,"__amd_rocclr_copyBuffer.kd",0,2,1706,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
1995,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1707,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17233.1875000000,2.8750000000
1996,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1708,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,7.6875000000,0.0000000000
1997,"__amd_rocclr_copyBuffer.kd",0,2,1709,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.3750000000,0.0000000000
1998,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1710,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17228.6250000000,3.2500000000
1999,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1711,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,7.5625000000,0.0000000000
2000,"__amd_rocclr_copyBuffer.kd",0,2,1712,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.3750000000,0.0000000000
2001,"void rocblas_dot_kernel_magsq<false, 512, 2, false, double, double const*, double>(int, double const*, long, int, long, double*, double*) [clone .kd]",0,2,1713,122848,122848,551424,512,512,0,8,40,89472,0x0,0x7f8ca6719a40,714016,269250,7938.1250000000,1.0000000000
2002,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1714,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,1.8750000000,0.0000000000
2003,"__amd_rocclr_copyBuffer.kd",0,2,1715,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
2004,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1716,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,16257.2500000000,4.2500000000
2005,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1717,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,7.1875000000,0.0000000000
2006,"__amd_rocclr_copyBuffer.kd",0,2,1718,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
2007,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1721,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17238.6250000000,4.5000000000
2008,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1722,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,9.9375000000,0.0000000000
2009,"__amd_rocclr_copyBuffer.kd",0,2,1723,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
2010,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1724,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17233.8125000000,3.8437500000
2011,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1725,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.1875000000,0.0000000000
2012,"__amd_rocclr_copyBuffer.kd",0,2,1726,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.3750000000,0.0000000000
2013,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1727,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17221.3750000000,4.1250000000
2014,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1728,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,7.0625000000,0.0000000000
2015,"__amd_rocclr_copyBuffer.kd",0,2,1729,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
2016,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1730,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17232.8750000000,4.0000000000
2017,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1731,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,8.0625000000,0.0000000000
2018,"__amd_rocclr_copyBuffer.kd",0,2,1732,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
2019,"void rocblas_dot_kernel_inc1<false, 512, 2, false, double, double const*, double>(int, double const*, long, long, double const*, long, int, double*, double*) [clone .kd]",0,2,1733,122848,122848,551424,512,512,0,8,32,87040,0x0,0x7f8ca67199c0,731248,339255,17228.1875000000,3.6875000000
2020,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1734,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,7.4375000000,0.0000000000
2021,"__amd_rocclr_copyBuffer.kd",0,2,1735,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.3750000000,0.0000000000
2022,"void rocblas_dot_kernel_magsq<false, 512, 2, false, double, double const*, double>(int, double const*, long, int, long, double*, double*) [clone .kd]",0,2,1736,122848,122848,551424,512,512,0,8,40,89472,0x0,0x7f8ca6719a40,714016,269250,7868.0625000000,2.0937500000
2023,"void rocblas_dot_kernel_reduce<512, 2, double, double>(int, double*, double*) [clone .kd]",0,2,1737,122848,122848,512,512,512,0,8,24,82432,0x0,0x7f8ca67198c0,716,233,2.8750000000,0.0000000000
2024,"__amd_rocclr_copyBuffer.kd",0,2,1738,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,28,28,0.8125000000,0.0000000000
2025,"__amd_rocclr_fillBufferAligned.kd",0,2,1743,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2026,"init_kernel() [clone .kd]",0,2,1746,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
2027,"__amd_rocclr_fillBufferAligned.kd",0,2,1747,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,1.1250000000,0.0000000000
2028,"__amd_rocclr_fillBufferAligned.kd",0,2,1748,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2029,"__amd_rocclr_fillBufferAligned.kd",0,2,1749,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2030,"__amd_rocclr_fillBufferAligned.kd",0,2,1750,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
2031,"__amd_rocclr_copyBuffer.kd",0,2,1756,122848,122848,256,256,0,0,4,32,2880,0x0,0x7f8ca6640b80,36,43,1.1250000000,0.0000000000
