Index,KernelName,gpu-id,queue-id,queue-index,pid,tid,grd,wgr,lds,scr,vgpr,sgpr,fbar,sig,obj,SQ_INSTS_VALU,SQ_INSTS_SALU,FETCH_SIZE,WRITE_SIZE
0,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,4,122848,122848,256,128,9216,0,64,48,3567808,0x0,0x7f8b6a03f900,4183,92,147.3750000000,0.0000000000
1,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,5,122848,122848,256,128,9216,0,44,88,3533824,0x0,0x7f8b6a03f6c0,1381140,481064,175.3125000000,42.2500000000
2,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,7,122848,122848,128,128,9216,0,64,48,3567808,0x0,0x7f8b6a03f900,1397,34,39.0625000000,0.0000000000
3,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,8,122848,122848,128,128,9216,0,44,88,3533824,0x0,0x7f8b6a03f6c0,427219,150891,140.2500000000,0.0000000000
4,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,10,122848,122848,128,128,9216,0,64,48,3567808,0x0,0x7f8b6a03f900,1397,34,67.3125000000,0.0000000000
5,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,11,122848,122848,128,128,9216,0,44,88,3533824,0x0,0x7f8b6a03f6c0,461647,160404,228.0000000000,29.8125000000
6,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,13,122848,122848,128,128,9216,0,64,48,3567808,0x0,0x7f8b6a03f900,1397,34,48.5000000000,0.0000000000
7,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,14,122848,122848,128,128,9216,0,44,88,3533824,0x0,0x7f8b6a03f6c0,424483,150135,161.6875000000,21.0000000000
8,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,16,122848,122848,128,128,9216,0,64,48,3567808,0x0,0x7f8b6a03f900,1397,34,49.9375000000,0.0000000000
9,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,17,122848,122848,128,128,9216,0,44,88,3533824,0x0,0x7f8b6a03f6c0,427599,150996,146.5000000000,0.0000000000
10,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,19,122848,122848,128,128,9216,0,64,48,3567808,0x0,0x7f8b6a03f900,1397,34,65.1250000000,0.0000000000
11,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,20,122848,122848,128,128,9216,0,44,88,3533824,0x0,0x7f8b6a03f6c0,445307,155889,191.9375000000,30.1875000000
12,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,22,122848,122848,128,128,9216,0,64,48,3567808,0x0,0x7f8b6a03f900,1397,34,59.7500000000,0.0000000000
13,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,23,122848,122848,128,128,9216,0,44,88,3533824,0x0,0x7f8b6a03f6c0,433527,152634,170.5000000000,27.3125000000
14,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,25,122848,122848,128,128,9216,0,64,48,3567808,0x0,0x7f8b6a03f900,2786,58,94.3750000000,0.0000000000
15,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_1(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,26,122848,122848,128,128,9216,0,44,88,3533824,0x0,0x7f8b6a03f6c0,835202,296459,256.0625000000,43.9375000000
16,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,28,122848,122848,640,128,0,0,40,56,3563072,0x0,0x7f8b6a03f880,7250,290,435.3125000000,0.0000000000
17,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,29,122848,122848,640,128,0,0,32,80,3527040,0x0,0x7f8b6a03f640,2823034,1444559,680.2500000000,0.0000000000
18,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,31,122848,122848,128,128,0,0,40,56,3563072,0x0,0x7f8b6a03f880,1450,58,72.5000000000,0.0000000000
19,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,32,122848,122848,128,128,0,0,32,80,3527040,0x0,0x7f8b6a03f640,648374,312058,437.8125000000,0.0000000000
20,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,34,122848,122848,384,128,0,0,40,56,3563072,0x0,0x7f8b6a03f880,4350,174,270.8125000000,0.0000000000
21,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,35,122848,122848,384,128,0,0,32,80,3527040,0x0,0x7f8b6a03f640,1822306,902238,1137.3125000000,0.0000000000
22,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,37,122848,122848,512,128,0,0,40,56,3563072,0x0,0x7f8b6a03f880,5077,206,323.6250000000,0.0000000000
23,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,38,122848,122848,512,128,0,0,32,80,3527040,0x0,0x7f8b6a03f640,2137527,1055792,1198.5625000000,0.0000000000
24,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,40,122848,122848,384,128,0,0,40,56,3563072,0x0,0x7f8b6a03f880,4350,174,267.5000000000,0.0000000000
25,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,41,122848,122848,384,128,0,0,32,80,3527040,0x0,0x7f8b6a03f640,1836670,906207,1013.3125000000,0.0000000000
26,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,43,122848,122848,512,128,0,0,40,56,3563072,0x0,0x7f8b6a03f880,5800,232,368.8750000000,0.0000000000
27,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,44,122848,122848,512,128,0,0,32,80,3527040,0x0,0x7f8b6a03f640,2400060,1194859,1139.8750000000,0.0000000000
28,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,46,122848,122848,512,128,0,0,40,56,3563072,0x0,0x7f8b6a03f880,5800,232,417.0000000000,0.0000000000
29,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,47,122848,122848,512,128,0,0,32,80,3527040,0x0,0x7f8b6a03f640,2425916,1201927,1173.7500000000,0.0000000000
30,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,49,122848,122848,640,128,0,0,40,56,3563072,0x0,0x7f8b6a03f880,6527,264,436.6875000000,0.0000000000
31,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,50,122848,122848,640,128,0,0,32,80,3527040,0x0,0x7f8b6a03f640,2677449,1337883,1179.5625000000,0.0000000000
32,"genfock::HIP_GPU::kin_ov_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,52,122848,122848,1152,128,0,0,40,56,3563072,0x0,0x7f8b6a03f880,12327,496,863.5000000000,0.0000000000
33,"genfock::HIP_GPU::nuc_attr_GPU_kernel_1_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,53,122848,122848,1152,128,0,0,32,80,3527040,0x0,0x7f8b6a03f640,4906373,2485378,1802.8750000000,0.0312500000
34,"genfock::HIP_GPU::kin_ov_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,55,122848,122848,1152,128,0,0,28,48,3561600,0x0,0x7f8b6a03f840,9743,496,623.3750000000,0.0000000000
35,"genfock::HIP_GPU::nuc_attr_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,56,122848,122848,1152,128,0,0,20,72,3524288,0x0,0x7f8b6a03f600,3354332,1902449,599.2500000000,0.0000000000
36,"genfock::HIP_GPU::kin_ov_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,58,122848,122848,896,128,0,0,28,48,3561600,0x0,0x7f8b6a03f840,7451,380,529.6875000000,0.0000000000
37,"genfock::HIP_GPU::nuc_attr_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,59,122848,122848,896,128,0,0,20,72,3524288,0x0,0x7f8b6a03f600,2629532,1465557,882.3750000000,0.0000000000
38,"genfock::HIP_GPU::kin_ov_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,61,122848,122848,896,128,0,0,28,48,3561600,0x0,0x7f8b6a03f840,7451,380,526.4375000000,0.0000000000
39,"genfock::HIP_GPU::nuc_attr_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,62,122848,122848,896,128,0,0,20,72,3524288,0x0,0x7f8b6a03f600,2601972,1461060,1152.8750000000,0.0000000000
40,"genfock::HIP_GPU::kin_ov_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,64,122848,122848,896,128,0,0,28,48,3561600,0x0,0x7f8b6a03f840,8022,406,617.0625000000,0.0000000000
41,"genfock::HIP_GPU::nuc_attr_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,65,122848,122848,896,128,0,0,20,72,3524288,0x0,0x7f8b6a03f600,2833200,1578522,1175.6875000000,0.0000000000
42,"genfock::HIP_GPU::kin_ov_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,67,122848,122848,1024,128,0,0,28,48,3561600,0x0,0x7f8b6a03f840,9168,464,694.3750000000,0.0000000000
43,"genfock::HIP_GPU::nuc_attr_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,68,122848,122848,1024,128,0,0,20,72,3524288,0x0,0x7f8b6a03f600,3230520,1802788,1148.1875000000,0.0000000000
44,"genfock::HIP_GPU::kin_ov_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,70,122848,122848,1152,128,0,0,28,48,3561600,0x0,0x7f8b6a03f840,10314,522,798.1875000000,0.0000000000
45,"genfock::HIP_GPU::nuc_attr_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,71,122848,122848,1152,128,0,0,20,72,3524288,0x0,0x7f8b6a03f600,3645150,2029939,1251.7500000000,0.0000000000
46,"genfock::HIP_GPU::kin_ov_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,73,122848,122848,1280,128,0,0,28,48,3561600,0x0,0x7f8b6a03f840,10889,554,864.0000000000,0.0000000000
47,"genfock::HIP_GPU::nuc_attr_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,74,122848,122848,1280,128,0,0,20,72,3524288,0x0,0x7f8b6a03f600,3865622,2145710,1302.3750000000,0.0000000000
48,"genfock::HIP_GPU::kin_ov_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,76,122848,122848,1280,128,0,0,28,48,3561600,0x0,0x7f8b6a03f840,11460,580,874.0625000000,0.0000000000
49,"genfock::HIP_GPU::nuc_attr_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,77,122848,122848,1280,128,0,0,20,72,3524288,0x0,0x7f8b6a03f600,4060380,2257190,1298.6250000000,0.0312500000
50,"genfock::HIP_GPU::kin_ov_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,79,122848,122848,2560,128,0,0,28,48,3561600,0x0,0x7f8b6a03f840,22920,1160,1794.8125000000,0.0937500000
51,"genfock::HIP_GPU::nuc_attr_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,80,122848,122848,2560,128,0,0,20,72,3524288,0x0,0x7f8b6a03f600,7976190,4490285,1826.5625000000,0.1250000000
52,"genfock::HIP_GPU::kin_ov_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*, double*) [clone .kd]",0,0,82,122848,122848,256,128,0,0,28,48,3561600,0x0,0x7f8b6a03f840,2292,116,150.0000000000,0.0000000000
53,"genfock::HIP_GPU::nuc_attr_GPU_kernel_0_0(unsigned int const*, double const*, double const*, double const*, double const*, double const*, double const*, unsigned int, double const*, double const*, double const*, unsigned int const*, unsigned int const*, unsigned int, unsigned int, double*) [clone .kd]",0,0,83,122848,122848,256,128,0,0,20,72,3524288,0x0,0x7f8b6a03f600,797040,448932,322.1250000000,0.0000000000
54,"GPU_Corr_S_gl(double*, unsigned int*, unsigned int, unsigned int) [clone .kd]",0,0,85,122848,122848,562688,256,512,0,32,32,26240,0x0,0x7f8b6a03ea40,908068,265634,11952.2187500000,24027.9375000000
55,"GPU_Corr_Hcore_gl(double*, unsigned int*, unsigned int, unsigned int) [clone .kd]",0,0,86,122848,122848,562688,256,512,0,32,32,27712,0x0,0x7f8b6a03ea80,908068,265634,12067.1250000000,27281.3750000000
56,"init_kernel() [clone .kd]",0,2,0,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1250000000,0.0000000000
57,"__amd_rocclr_fillBufferAligned.kd",0,2,1,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,1.1250000000,0.0000000000
58,"__amd_rocclr_fillBufferAligned.kd",0,2,2,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
59,"__amd_rocclr_fillBufferAligned.kd",0,2,3,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
60,"__amd_rocclr_fillBufferAligned.kd",0,2,4,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
61,"__amd_rocclr_fillBufferAligned.kd",0,2,10,122848,122848,1102592,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,327318,241181,11.6875000000,4524.0000000000
62,"__amd_rocclr_fillBufferAligned.kd",0,2,12,122848,122848,1102592,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,327318,241181,11.1875000000,4524.8750000000
63,"__amd_rocclr_fillBufferAligned.kd",0,2,14,122848,122848,1102592,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,327318,241181,11.3125000000,4520.5000000000
64,"__amd_rocclr_fillBufferAligned.kd",0,2,16,122848,122848,1102592,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,327318,241181,11.1875000000,4522.2500000000
65,"void copy_kernel<false, double const*, double*>(int, double const*, long, int, long, double*, long, int, long) [clone .kd]",0,2,18,122848,122848,1102592,256,0,0,4,32,3328,0x0,0x7f8ca67958c0,378998,516813,8625.6250000000,6101.7500000000
66,"init_kernel() [clone .kd]",0,2,20,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
67,"__amd_rocclr_fillBufferAligned.kd",0,2,21,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,1.1250000000,0.0000000000
68,"__amd_rocclr_fillBufferAligned.kd",0,2,22,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.6250000000,0.0000000000
69,"__amd_rocclr_fillBufferAligned.kd",0,2,23,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
70,"__amd_rocclr_fillBufferAligned.kd",0,2,24,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
71,"dlansy_max_kernel_lower(int, double const*, int, double*) [clone .kd]",0,3,0,122848,122848,1088,64,0,0,8,24,12544,0x0,0x7f8ca679eac0,126972,29347,4369.6875000000,6.5000000000
72,"void magma_max_nan_kernel<double>(int, double*) [clone .kd]",0,3,1,122848,122848,512,512,4096,0,8,24,11264,0x0,0x7f8ca67a5dc0,342,264,9.6250000000,0.0000000000
73,"init_kernel() [clone .kd]",0,2,30,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
74,"__amd_rocclr_fillBufferAligned.kd",0,2,31,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,1.1250000000,0.0000000000
75,"__amd_rocclr_fillBufferAligned.kd",0,2,32,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
76,"__amd_rocclr_fillBufferAligned.kd",0,2,33,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
77,"__amd_rocclr_fillBufferAligned.kd",0,2,34,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
78,"__amd_rocclr_fillBufferAligned.kd",0,2,40,122848,122848,67328,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,19960,14706,11.5000000000,0.0000000000
79,"init_kernel() [clone .kd]",0,2,43,122848,122848,1,1,0,0,4,16,0,0x0,0x7f8ca678f600,0,0,0.1875000000,0.0000000000
80,"__amd_rocclr_fillBufferAligned.kd",0,2,44,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,33,26,0.6875000000,0.0000000000
81,"__amd_rocclr_fillBufferAligned.kd",0,2,45,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
82,"__amd_rocclr_fillBufferAligned.kd",0,2,46,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.6250000000,0.0000000000
83,"__amd_rocclr_fillBufferAligned.kd",0,2,47,122848,122848,256,256,0,0,4,32,4032,0x0,0x7f8ca6640c00,34,23,0.4375000000,0.0000000000
84,"Cijk_Ailk_Bljk_DB_MT64x64x8_MI16x16x4x1_SN_1LDSB0_APM1_ABV0_ACED0_AF0EM1_AF1EM1_AMAS3_ASAE01_ASCE01_ASEM1_AAC0_BL1_DTL0_DVO0_EPS0_FL0_GRVW2_GSU1_GSUAMB_GLS1_ISA90a_IU1_K1_KLA_LBSPP0_LPA0_LPB0_LDL1_LRVW1_MAC_MIAV0_MDA2_NEPBS4_NLCA1_NLCB1_ONLL1_OPLV0_PK0_PAP0_PGR2_PLR3_RK0_SIA3_SS1_SU0_SUM0_SUS0_SPO1_SRVW0_SSO6_SVW2_SNLL0_TT2_32_TLDS0_USFGROn1_VAW1_VSn1_VW2_WSGRA0_WSGRB0_WS64_WG32_8_1_WGM5.kd",0,2,53,122848,122848,32256,256,16384,0,64,88,70587648,0x0,0x7f8c8a0f9cc0,489948,545468,5764.0625000000,484.3125000000
